,UserName,StarRatings,ReviewTitle,ReviewText,ReviewTime
2611,TinyDancer,5.0 out of 5 stars,Great product,"  I love this product. Most sunblock makes me break out, but not this one. My skin has never looked better."," February 1, 2021"
2612,CleverReviewName,5.0 out of 5 stars,great for sensitive/reactive skin,"  I have highly reactive skin - usually sunscreen = acne or rash. However, this provided protection against even gulf-coast 4pm sun for hours and my skin was fine with it."," January 26, 2014"
2613,Mustangjen,5.0 out of 5 stars,Great product!,  Recommended by my esthitichian for a sunscreen.  Light feel and does not clog my pores. Have ordered 2 bottles and will continue to order.," May 26, 2016"
2614,Winkie,5.0 out of 5 stars,I do not like creams or sunscreens that feel heavy on my face,"  I do not like creams or sunscreens that feel heavy on my face. This product is light and after applying, feel like I have nothing on. I normally do not wear make up, but I have read this can be worn under your foundation. It really does protect my face, I do not get sunburned."," July 2, 2018"
2615,Walter Darbyshire,5.0 out of 5 stars,Five Stars,  So far So good...goes a long way...just keep it out of your eyes," January 8, 2018"
2616,KZ,5.0 out of 5 stars,Sunblock for my face,  Good sunblock doesn’t clog pores," August 13, 2018"
2617,Amazon Customer,5.0 out of 5 stars,APPROVED,"  Love it for my sensitive skin, it doesn't  irritated the skin either"," May 18, 2021"
2618,Riah,5.0 out of 5 stars,This is my go-to face sunscreen protection now. I ...,  This is my go-to face sunscreen protection now. I use it every day. It's really helped control acne while still protecting my face and working well with makeup.," January 9, 2017"
2619,MLA,5.0 out of 5 stars,Clear skin,  My friend gave me this and it cleared my breakouts. I came back here and bought more. It is worth it just for that since nothing else seemed to help. I wear it everyday rain or shine.," February 14, 2014"
2620,Kate,5.0 out of 5 stars,Best sunscreen I've ever used!,  I love this! Expensive for a sunscreen but worth every penny! I've never had a sunscreen that goes on so much like a moisturizer. I will be buying this again and again.," September 3, 2015"
2621,Golfore,5.0 out of 5 stars,Five Stars,  Great product! On my second bottle and have no plans to find a replacement.," May 31, 2018"
2622,RM,5.0 out of 5 stars,Works beautifully on my skin,  Will never stop using this product. Works beautifully on my skin.," December 25, 2017"
2623,Antonniatte Teti,5.0 out of 5 stars,Great for sensitive skin,  Great for sensitive skin. Dermatologists rave about this one and it works well! No white cast either. Definitely my go to sun screen!," October 18, 2018"
2624,Kimberly,5.0 out of 5 stars,Highly recommend!,  Just as described on the bottle. Very gentle for acne skin. Highly recommend!," October 6, 2017"
2625,Katherine Carter,5.0 out of 5 stars,Great product!,"  Great face protection, and what I love the most is that it does not leave your face oily at all!Totally recommended!"," October 23, 2016"
2626,Jamie,2.0 out of 5 stars,Not for me,"  Isn't this supposed to be the stuff for sensitive, acne-prone skin?  Well, my acne-prone skin FLIPPED OUT on this stuff.  Little pimples everywhere.  I'm going to back to Neutrogena Clear Skin sunscreen."," March 29, 2014"
2627,Alyssa,5.0 out of 5 stars,Worth it,  Wear this every day. Super lightweight and great for sensitive skin. Worth the price.," September 5, 2020"
2628,Gloria Coelho,5.0 out of 5 stars,Easy to apply,  Face," February 17, 2019"
2629,Amy K. Isadore,4.0 out of 5 stars,I keep using it because it's that good. But they really need to improve the pumps,  I am obsessed with this facial lotion. It has dramatically improved the texture and overall tone of my skin while protecting it from additional discoloration. The only issue is the packaging. Probably 1 out of every 3 bottles has a malfunctioning pump. I have to tear the top off to get the lotion out. I keep using it because it's that good. But they really need to improve the pumps.," January 19, 2016"
2630,Shuhua,5.0 out of 5 stars,Well performed Sunscreen,  It’s good for daily use and beach as well.," August 10, 2018"
2631,Andrew Joseph,1.0 out of 5 stars,Bottle and product damaged when I opened it,"  I like this product a lot. That said, I ordered it from Shopbeauty and didn't open it until over a month later when my current product was out. The bottle was damaged, product had spilled into the lid and sat there for who knows how long, and now the pump doesn't work. I'm past the return date. Make sure to open and inspect upon receipt!"," November 13, 2015"
2632,krishna maya gurung,5.0 out of 5 stars,Good product,  Good product," April 10, 2020"
2633,Cliente de Amazon,4.0 out of 5 stars,Lo recomiendo 😀👍,  Me encanta," July 1, 2019"
2634,A. Rosson,4.0 out of 5 stars,Solid choice for not turning everything white but still getting ...,"  Solid choice for not turning everything white but still getting physical sunnblock. Slightly drying for my face, but definitely not greasy which is a plus."," July 30, 2015"
2635,Yi Li,5.0 out of 5 stars,good sunscreen,  comfortable to wear," April 24, 2021"
2636,Natasha,5.0 out of 5 stars,Excellent,"  Excellent product. It was recommended to me by my dermatologist. I use it every day in hopes of reducing wrinkling. It goes on smoothly, smells nice and does it's job. I would highly recommend it."," October 2, 2014"
2637,JP,5.0 out of 5 stars,GREAT for people with rosacea or sensitive skin,  Both my daughter and I have mild rosacea and this does not make it worse AND it works. It feels light and non-oily. We were recently in Hawaii and it truly protected our skin.," April 22, 2014"
2638,Sumaiya,1.0 out of 5 stars,Baaad,  This didn’t suit me the worst product I used caused me break out and dryness," May 23, 2019"
2639,Amanda Cole,2.0 out of 5 stars,Bottle design stinks!,"  I love the product I have used it before, it is hard to find so when I found it on Amazon and I could get it so quick I was excited.  Took it on vacation got to the beach opened it and the pump would not pump the product out.  I was so frustrated!  I the pump is self contained in the bottle so I could not even open it and put it into another container to continue to use it so I had to return it and find something at Ulta so I didn't scorch my face!"," May 29, 2015"
2640,Stylerunner,3.0 out of 5 stars,Extremely light weight product but cause me to break out.,"  This does go on extremely light which I love, however, I have had many break outs.  Who knows if it is the product, but I can only guess that it is."," August 20, 2015"
2641,Nathan,5.0 out of 5 stars,The best. Period.,  Not much more to be said.," November 23, 2019"
2642,MDC008,4.0 out of 5 stars,Superb cover for sensitive skin!,  It does what it say on the bottle!  I love the subtle barely there floral scent.  I love the fact that they put on ingredients that are safe to use.  I've been using it for 3 weeks now and so far my skin likes it.  Noticed that dark spot and overall skin seemed to be lighter - It means the niacinamide that's in this bottle is also working.  I also like that it comes in pumps for hygiene issues.  I'll definitely will buy it again - it's my new must have facial sunblock!!!," August 3, 2013"
2643,E.g.M,5.0 out of 5 stars,Holy grail,"  Doesn't cause my face to get chalky white, doesn't ball up or make application of makeup difficult, doesn't sting my eyes and uses a physical block. Goodbye Obagi, this is my new winner."," June 2, 2013"
2644,tonia,5.0 out of 5 stars,This is all I use since my dermatologist recommended it. This is the same as the one ...,  This is all I use since my dermatologist recommended it. This is the same as the one I got from my doctor for a bit cheaper here. Not a knockoff.," September 26, 2015"
2645,JeanM,5.0 out of 5 stars,Great product!! Works under makeup.,  Great product. Goes on smooth and makeup glides right over it. I have rochea and lupus so I needed something that would cover and moisturizer my skin.Love it!!!," January 13, 2014"
2646,Selena,5.0 out of 5 stars,Great,  I assume she loved it. She used it all," November 29, 2019"
2647,luna bella,1.0 out of 5 stars,One Star,  Made me break out," February 16, 2018"
2648,Cassandra,5.0 out of 5 stars,it goes on like a dream and smells heavenly,"  I tried a little foil of this a few months ago and even though I have a ton of sunscreen samples, I knew this was special and I needed to buy a full size. First of all, it goes on like a dream and smells heavenly. I've never used a sun screen that smelled good. It smells like almond oil to me, so slightly like cherry. It goes on very easily and feels smooth on the skin. it is specifically designed for skin that has ""issues."" My issue is being acne prone. It does not irritate my skin in the slightest, and I don't worry about it cause new breakouts. SPF is 46."," October 16, 2016"
2649,T,4.0 out of 5 stars,This sunscreen is the real deal...,"  This product has done great things for my skin. It is lightweight but effective in the Texas sun, I wear it year round with and without make up. It helps control breakouts and has reduced discoloration from previous sun damage. The only reason I gave it 4 instead of 5 stars is it can be a little drying, especially in the winter...make a moisturizing version Elta!"," March 11, 2015"
2650,danielle Schiess,5.0 out of 5 stars,Best Face Sunscreen,  Just do yourself a favor and buy this sunscreen. It’s absolutely incredible," January 9, 2020"
2651,JSB,5.0 out of 5 stars,and this one works great. Works for my round of golf++,"  Always prefer nauural products, and this one works great.  Works for my round of golf++"," June 22, 2017"
2652,Belle,5.0 out of 5 stars,Five Stars,  LOVE THIS SUNSCREEN FOR MY ACNE PRONE SKIN," May 10, 2018"
2653,Lucy,5.0 out of 5 stars,Five Stars,  best sunscreen without the white cast.," June 5, 2018"
2654,Diane I. Penta,5.0 out of 5 stars,EltaMD UV Sunscreen,  Works well & great protection from the sun.  First recommended by a dermatlogist.," July 21, 2017"
2655,Scott & Inna,5.0 out of 5 stars,Great as sunscreen and moisturizer,"  Feels so lightweight and smooth, more like a moisturizer than a sunscreen. I love it and it makes your skin a bit dewy if you like that look"," November 11, 2015"
